"date","pr","srad","tmmn","tmmx","vs","vpd"
1980-04-30,2.9,201.3,269.8,281.3,3.7,0.32
1980-05-01,2.1,289.9,268.9,285.8,2.6,0.43
1980-05-02,0.8,298.6,273.1,289.5,1.4,0.68
1980-05-03,0.7,324.6,275.7,292.2,1.9,0.92
1980-05-04,0,320.7,277.3,293.5,2,1
1980-05-05,1.4,300.1,278.4,294.1,2.4,1.09
1980-05-06,1.9,306.5,277,293.2,3,0.96
1980-05-07,0,320.5,275.5,291.5,5.1,0.81
1980-05-08,0,339.5,273.2,289.7,4.9,0.73
1980-05-09,0,331,272.6,288.4,8.7,0.67
1980-05-10,1.9,266.2,273.6,286.3,11.7,0.55
1980-05-11,7.7,240.1,270.6,283.2,9.6,0.38
1980-05-12,0.5,347.2,267.2,284.6,4.7,0.51
1980-05-13,0,335.1,270.3,288.7,3.7,0.73
1980-05-14,3.5,203.9,274,287.2,4.4,0.64
1980-05-15,3,296.5,272.6,286.3,4.2,0.54
1980-05-16,0.3,341.3,271.8,290.5,3.9,0.64
1980-05-17,1.2,328.6,274,292.6,3.7,0.84
1980-05-18,1.4,339.2,277.5,293.1,1.6,1.01
1980-05-19,0,346.7,278.4,294.1,1.5,1.19
1980-05-20,0,345.3,279.5,296.9,2.4,1.42
1980-05-21,0,340.9,278.8,295.8,4.7,1.29
1980-05-22,0,348.4,275.5,290.4,6.4,0.85
1980-05-23,0,349.1,273.5,289.4,9.3,0.7
1980-05-24,0,359.5,269.7,283.6,10.6,0.57
1980-05-25,0,360.6,266.9,284.8,5.1,0.63
1980-05-26,0,346.9,269.7,289.3,5.2,0.83
1980-05-27,0,352.7,272.5,289.8,6.2,0.87
1980-05-28,0,356.1,271.8,290,5.9,0.85
1980-05-29,0,361.8,272.4,290.8,3.5,0.97
1980-05-30,0,359.3,274.4,292.2,6.2,1.1
1980-05-31,0,361.5,271.5,293.2,5.5,1.1
1980-06-01,0,351.4,271.8,290.7,5,0.96
1980-06-02,0,351.3,272.7,293.2,5.5,1.11
1980-06-03,0,352,273.3,294.5,6.5,1.22
1980-06-04,0,353.8,274.3,296.6,5.4,1.44
1980-06-05,0,332.7,276.1,296.5,5.9,1.46
1980-06-06,0,338.2,276.5,296.2,6.5,1.47
1980-06-07,0,340.2,275.9,299.5,3.8,1.77
1980-06-08,0,348.1,279.7,300.5,3.8,1.95
1980-06-09,0,349.1,280.9,301.3,3.6,2.08
1980-06-10,0,350.3,279.8,300.9,5.5,1.98
1980-06-11,0,353.2,278.4,299.2,6,1.84
1980-06-12,0,349.7,278.2,299.4,6.1,1.8
1980-06-13,0,354,277.8,299.4,6,1.83
1980-06-14,0,354.1,278.8,299.4,5.8,1.88
1980-06-15,0,357,278.5,300.5,2.4,2.01
1980-06-16,0,353.7,281.2,301.9,3.2,2.22
1980-06-17,0,342,281.9,302.5,5.2,2.25
1980-06-18,0,337.1,280.9,301.8,5.4,2.04
1980-06-19,0,346.8,281.8,301.8,5.2,2.11
1980-06-20,0,251.4,280.6,300,3.7,1.92
1980-06-21,0,347.5,280.5,301,5.2,1.95
1980-06-22,0,352.4,279.6,301.7,4.2,2.01
1980-06-23,0,350.1,280.6,301.8,6.2,2.09
1980-06-24,0,351.2,279.4,301.5,5.5,2.06
1980-06-25,0,343.8,279.9,303.6,4.6,2.26
1980-06-26,0,280.9,282.9,303.8,4.6,2.37
1980-06-27,0,269.9,283,303.4,3.3,2.24
1980-06-28,0,340.2,284.8,304.9,2.5,2.48
1980-06-29,0,305.8,286.3,306,2.5,2.67
1980-06-30,0.4,324.1,283.9,302.7,5.1,1.96
1980-07-01,5.5,278.1,282.5,296.7,4.9,0.9
1980-07-02,0,299.8,279.6,299.1,3.5,1.08
1980-07-03,0,304.9,280,300.1,4.1,1.46
1980-07-04,0,310.1,281.3,301.8,4.2,1.95
1980-07-05,0,307.7,280.6,303,3.4,2.11
1980-07-06,0,180.2,283.8,300.6,2.4,1.81
1980-07-07,0,290.1,282.7,300.9,3.1,1.55
1980-07-08,0,284.8,282.8,301.3,3.8,1.58
1980-07-09,0,297.2,283,302.1,3.1,1.79
1980-07-10,0,249.1,283.9,302.2,2.8,1.74
1980-07-11,0.6,287.8,283.8,303.8,3.2,1.88
1980-07-12,19.1,273,283.2,300.2,4.8,1.34
1980-07-13,2.3,291.3,283,298.1,4.3,1
1980-07-14,0,298.3,280.5,300.3,2.9,1.49
1980-07-15,0,298,283,302.7,2.3,2.05
1980-07-16,0,296.8,284.5,303.5,2.4,2.2
1980-07-17,0,292.8,285,304.5,3,2.26
1980-07-18,0,293,284.2,303.1,5.1,1.96
1980-07-19,0,289.3,283.5,302.1,5,1.62
1980-07-20,1.5,281.7,283.4,302.2,2.3,1.57
1980-07-21,1.5,264.9,284.3,304.2,1.9,1.82
1980-07-22,4.7,278.5,286.1,303.3,2,1.8
1980-07-23,0.9,278.6,285,303.3,2.7,1.76
1980-07-24,0,281.2,285.8,303.5,2,1.87
1980-07-25,1.2,286.8,286.1,304.9,2.2,1.95
1980-07-26,1.1,266,286.2,304.5,2.3,1.92
1980-07-27,1.2,259.7,287.6,304.6,2.5,2.09
1980-07-28,1.4,261.4,286,304.8,3.3,1.99
1980-07-29,2,271.7,286.2,303.3,3.5,1.63
1980-07-30,0.3,279.1,284.2,303.2,2.4,1.48
1980-07-31,7.5,271.5,285.6,303.7,2.3,1.61
1980-08-01,1,264.9,286.8,304.3,2.4,1.74
1980-08-02,2.3,243.7,287.2,301.9,3.9,1.36
1980-08-03,0,261.6,285.2,300.9,4.7,1.06
1980-08-04,0,263.9,284.1,300.4,5.3,1.11
1980-08-05,0,262.2,282.9,300.6,4.4,1.23
1980-08-06,0,261.4,283.8,302.2,3.5,1.51
1980-08-07,0,262.4,285.8,303.5,3.1,1.93
1980-08-08,2.9,254.3,287.9,303.9,2.9,2.04
1980-08-09,5.9,242.2,286.1,302.5,4,1.57
1980-08-10,0,258.6,285.8,303.8,2.9,1.75
1980-08-11,0.9,256.6,286.3,304.4,2.6,2.07
1980-08-12,0.3,254.2,285.8,302.6,3.2,1.59
1980-08-13,15.6,198.8,284.3,299.4,4.7,0.96
1980-08-14,7.5,229.8,285.7,297.9,5.5,0.8
1980-08-15,0,256,282.1,297.3,6.7,0.81
1980-08-16,0,257.5,279.8,297.6,4,1.07
1980-08-17,0,257,280.9,298.5,4,1.41
1980-08-18,0,256.7,280.4,297,6.2,1.32
1980-08-19,0,250.9,280.2,294.8,6.7,0.94
1980-08-20,0,253.9,278,296.5,2.7,1.08
1980-08-21,0,254.5,281.8,299.5,2.7,1.63
1980-08-22,0,196.4,282.4,298.5,4.2,1.36
1980-08-23,7.7,188.2,282.2,295.5,3.4,0.79
1980-08-24,15.1,198,282.4,295.6,3.2,0.68
1980-08-25,1.2,240.4,281.1,297.7,3,0.91
1980-08-26,0,243,283.1,299.1,2.3,1.21
1980-08-27,0,241.2,282.1,299.1,4.5,1.27
1980-08-28,0,241.6,282.2,299.1,5.4,1.37
1980-08-29,0,232.5,282.3,298.7,6,1.32
1980-08-30,0,236.9,281.7,298.1,6.3,1.37
1980-08-31,0,245,279.6,297.8,5.9,1.4
1980-09-01,0,271.4,278,297.7,3.8,1.37
1980-09-02,0,264.9,279.5,298.8,4.1,1.38
1980-09-03,0,266.7,279.5,299.3,3.5,1.4
1980-09-04,2.8,255.3,281,300.4,1.4,1.5
1980-09-05,0.5,241.4,282.4,299,2.2,1.18
1980-09-06,1.1,239,281.1,298.3,3,1.12
1980-09-07,10.2,193,282.1,295.7,4.8,0.81
1980-09-08,1.2,219.5,279.4,295,4.3,0.65
1980-09-09,5.3,201.9,278.6,295.6,3.7,0.83
1980-09-10,3.3,218.8,280.3,294.4,4.4,0.74
1980-09-11,0,255.2,277.9,296.1,3.8,0.93
1980-09-12,0,253.8,278.3,296.5,3.3,1.2
1980-09-13,0,248.2,278.5,296.6,5.8,1.25
1980-09-14,0,213.5,279,295,5.1,0.97
1980-09-15,0,242.6,279.5,297.6,3.6,1.09
1980-09-16,0,244.3,278.7,298.9,3.1,1.38
1980-09-17,0,246,280.6,300.6,2.5,1.76
1980-09-18,0,243.4,282.7,301.6,3.8,1.87
1980-09-19,0,243.8,281.2,298.3,6.5,1.38
1980-09-20,0,245.9,278.3,296.7,6.2,1.36
1980-09-21,0,244.8,277.4,295.5,6.3,1.33
1980-09-22,0,244.1,276.2,295.4,1.8,1.33
1980-09-23,0,240.6,277.4,296.2,1.2,1.4
1980-09-24,0,241,278.6,297.6,2.2,1.61
1980-09-25,0,239,276.5,298,3.6,1.59
1980-09-26,0.3,223.2,279.2,297,3.4,1.22
1980-09-27,0,226.3,279.1,297.1,1.7,1.11
1980-09-28,0.7,218.3,279.8,298.4,1.7,1.34
1980-09-29,0,228.4,281.4,299.9,2.3,1.73
1980-09-30,0,229.1,282.3,300.5,1.6,2
1980-10-01,0,235.3,282.1,300.6,2.2,1.98
1980-10-02,0,231.6,280.7,299.6,3.1,1.82
1980-10-03,0,230,280.7,299.7,2.9,1.82
1980-10-04,0,228.3,281.8,300.2,3,1.92
1980-10-05,0,226.1,281.7,300,2.1,1.89
1980-10-06,0,223.5,280.4,299.4,2.8,1.82
1980-10-07,0,220.5,279.5,297.9,2.9,1.55
1980-10-08,0,218.8,281.1,299.1,1.2,1.75
1980-10-09,0,217.3,281.7,299,2.4,1.73
1980-10-10,0,216.6,280.5,298.4,2.2,1.61
1980-10-11,0,209.3,278.9,296.1,4.2,1.09
1980-10-12,6.1,172.1,278,293.9,5.4,0.87
1980-10-13,2.2,187.7,277.7,291.8,5.4,0.57
1980-10-14,6.6,197.1,275.6,290.4,9.3,0.55
1980-10-15,9.5,178.8,268.9,283.3,8.6,0.36
1980-10-16,2.4,180.8,265,280.3,2.9,0.27
1980-10-17,0,208.1,266.9,282.6,1.8,0.43
1980-10-18,0,205.6,266.7,285.5,3.7,0.58
1980-10-19,0,203,268.3,287.7,3.6,0.67
1980-10-20,0,200.7,270.1,288.7,3.1,0.75
1980-10-21,0,201.2,271.8,289,1.9,0.82
1980-10-22,0,195.4,271.9,289.7,1.4,0.86
1980-10-23,0,197,272.6,290.9,2.2,0.97
1980-10-24,0,197.1,271.3,290,2.7,1
1980-10-25,1.2,176,271.9,291.1,4.7,1.05
1980-10-26,0.6,78.6,271.2,281.7,7.5,0.37
1980-10-27,0,118.5,266.7,281,4.3,0.36
1980-10-28,0,187.2,266.3,283.3,5.6,0.45
1980-10-29,0,185.9,265.5,285.7,4.6,0.6
1980-10-30,0,183.4,267.7,289.8,2.8,0.83
1980-10-31,0,181.8,271.1,290,2,0.91
1980-11-01,0,180.9,272,289.8,1.1,0.91
1980-11-02,0,178.7,272.4,290.9,1.5,1.01
1980-11-03,0,175.3,273,292,3.1,1.09
1980-11-04,0,171.2,272.8,293,3.3,1.08
1980-11-05,0,170.2,273.4,293.2,2.6,1.06
1980-11-06,0,168.2,274.2,292.5,3.4,1.08
1980-11-07,0,170.3,272.8,292.1,3.6,1.07
1980-11-08,0,168,272.5,292.6,2.9,1.07
1980-11-09,0,167.7,274.5,294.6,2.6,1.27
1980-11-10,0,134.4,275.5,291.8,3.9,1.04
1980-11-11,0,158.2,273.6,289.8,4.4,0.7
1980-11-12,0,62,273.7,285.1,4.6,0.33
1980-11-13,0,158.8,269.6,285.5,3.1,0.41
1980-11-14,0,161.7,267.7,282.7,1.6,0.46
1980-11-15,0,149.8,265,281.7,3.9,0.48
1980-11-16,0,157.8,263.9,279.1,5.3,0.34
1980-11-17,0,159.8,260,276.8,4.1,0.32
1980-11-18,0,157.5,259.9,280.2,4.7,0.41
1980-11-19,0,155.5,261.7,281.9,3.4,0.49
1980-11-20,0,145.2,263.2,282.3,3.8,0.53
1980-11-21,0,152.1,264.7,282.4,2.7,0.47
1980-11-22,0,107.8,264.9,281,3.5,0.35
1980-11-23,0,147.6,265.6,283.5,2.6,0.51
1980-11-24,0,129.6,266.6,278.8,6.3,0.35
1980-11-25,0,147.8,263.4,279.2,6.4,0.31
1980-11-26,0,149.1,263.6,283,3.7,0.54
1980-11-27,0,143.5,264.6,284.5,4.1,0.64
1980-11-28,0,143.5,268.6,288.9,3.5,0.88
1980-11-29,0,143.7,272,290.9,2.5,1.04
1980-11-30,0,120.9,273,286.1,6.4,0.75
1980-12-01,0,145.7,270.6,284.3,5,0.52
1980-12-02,0,142.2,268,286.3,4,0.69
1980-12-03,0,139,271.5,286.5,4.9,0.74
1980-12-04,0.7,128.9,270.9,284.1,6.2,0.51
1980-12-05,3,89.9,270.8,280.7,5.6,0.22
1980-12-06,6,96.8,268.5,279,4.4,0.17
1980-12-07,6.3,60.6,267,274.4,3.1,0.06
1980-12-08,0.4,115.2,266.2,275.5,1.7,0.19
1980-12-09,0,139.5,263.7,275.8,3.3,0.24
1980-12-10,0,143.3,261.8,279.2,5.6,0.36
1980-12-11,0,141.6,265.7,283.3,4.8,0.6
1980-12-12,0.5,121.1,267.5,284.3,2.2,0.57
1980-12-13,1,73.2,271,280.4,1.3,0.2
1980-12-14,0,136.9,268.4,282.3,3.7,0.32
1980-12-15,0,134.8,267.6,285.1,5.6,0.62
1980-12-16,0,137.6,269.6,286.9,4.5,0.63
1980-12-17,0,136.3,271.7,289.5,2.6,0.86
1980-12-18,0,133.1,271.3,286.2,3.6,0.67
1980-12-19,0,136.2,269.5,284.7,1.7,0.57
1980-12-20,0,135.3,268.9,284.6,2.4,0.53
1980-12-21,0,135.8,268.9,284.3,1.7,0.51
1980-12-22,0,133.4,269.7,285.1,2.4,0.56
1980-12-23,0,137.9,269.6,284.8,3.6,0.58
1980-12-24,0,139.7,266.9,285.3,2.8,0.66
1980-12-25,0,137.7,269.5,287.9,2.3,0.87
1980-12-26,0,136.4,271.6,288.4,4.2,0.82
1980-12-27,0,136,272.3,290.6,2.2,0.91
1980-12-28,0,126.7,273.5,288.4,2.4,0.78
1980-12-29,0,139,271,285.8,5.3,0.6
1980-12-30,0,139.5,268,285.4,3.6,0.55
1980-12-31,0,139.5,270.5,282.7,2.6,0.55
1981-01-01,0,117.8,269.9,285.6,1.7,0.56
1981-01-02,0,61.1,273,283.8,1.9,0.51
1981-01-03,0,131.7,271,286.2,1.1,0.59
1981-01-04,0,103.7,271.4,285.7,2.2,0.55
1981-01-05,0,135,268.4,284.4,2.7,0.5
1981-01-06,0,137.7,264.2,280.7,3.9,0.38
1981-01-07,0,103.3,265.5,281.8,2.3,0.3
1981-01-08,0,136.6,266.7,281.8,1.4,0.33
1981-01-09,0,140,265.1,283.3,2.7,0.49
1981-01-10,0.7,127.8,268.2,283,2.8,0.41
1981-01-11,6.4,90.5,269.4,283,3.5,0.23
1981-01-12,11,66.3,271.7,280.6,2.9,0.05
1981-01-13,0.7,69.7,270.4,280.3,1.6,0.11
1981-01-14,0,133.2,266.6,281.6,2.4,0.21
1981-01-15,0,96.2,269,281.3,2.3,0.24
1981-01-16,1,90.8,269.5,281.1,2.1,0.23
1981-01-17,0,139.8,268.3,282.4,1.8,0.24
1981-01-18,0,146.4,266.4,280.8,2.4,0.24
1981-01-19,0,141.3,266.1,282.1,2.3,0.4
1981-01-20,0,147.7,267.8,284.1,2.4,0.51
1981-01-21,0,152.9,266.9,283,3.7,0.48
1981-01-22,0,154,267.3,285.6,1.8,0.63
1981-01-23,0,153.5,267.8,284.9,3.1,0.62
1981-01-24,0,150.6,267.7,281.6,4.1,0.49
1981-01-25,0,159.3,264.9,278.5,2.3,0.37
1981-01-26,0,160.3,263,277.6,2.6,0.33
1981-01-27,0,128.1,263.7,279.7,4.2,0.36
1981-01-28,3.9,143.6,268.4,279.1,6.6,0.29
1981-01-29,1.8,160.7,264.8,278.1,4.8,0.15
1981-01-30,0.3,89.7,264.8,276.1,7.3,0.15
1981-01-31,0,161.4,261.9,273.3,4.3,0.17
1981-02-01,0,170.7,260.2,276.9,2.8,0.26
1981-02-02,0,162.2,261.6,278.5,4,0.33
1981-02-03,0,171.5,264.9,281.5,2.8,0.47
1981-02-04,0,175.3,265.5,280.5,2.9,0.43
1981-02-05,0,179.2,263.9,281.2,1.9,0.47
1981-02-06,0,160.4,265.3,281.3,3.6,0.5
1981-02-07,0,175.5,266,281.4,3.7,0.47
1981-02-08,3,133.3,265.8,282.4,4.8,0.45
1981-02-09,26.1,108,268.1,276.2,6.1,0
1981-02-10,0.3,184.7,265.6,278.1,4.6,0.16
1981-02-11,0,169.6,264.7,280.8,2.5,0.34
1981-02-12,0,181,267,281.4,4.7,0.36
1981-02-13,0,190.8,266.8,285.2,3.6,0.55
1981-02-14,0,174.2,270,287.3,2.9,0.7
1981-02-15,0,188.4,270.8,286.7,2.5,0.6
1981-02-16,0,186.4,270.3,288.1,2.4,0.7
1981-02-17,0,177.3,272.9,287.7,2.2,0.73
1981-02-18,0,196,270.7,288.7,2.7,0.71
1981-02-19,0,201.1,273.3,291.4,2.5,0.97
1981-02-20,0,192.5,272.6,288,5,0.75
1981-02-21,0,208,264.4,278.7,6.9,0.43
1981-02-22,0,207.7,264.5,284.6,2.9,0.63
1981-02-23,0,209.1,268.1,288.2,3,0.83
1981-02-24,0,210.2,269.5,286.7,5,0.76
1981-02-25,0,190.6,272,283.5,8,0.51
1981-02-26,14.8,132.4,267.3,277.9,7.5,0.13
1981-02-27,0,177.6,266.1,280.5,3.7,0.24
1981-02-28,1.7,81.5,269.5,279.3,3.5,0.13
1981-03-01,7,124.5,268.1,279.8,5.5,0.12
1981-03-02,27.2,78.5,266.7,276.8,4.9,0.01
1981-03-03,4.2,164.5,265.6,276.3,3.3,0.1
1981-03-04,4.7,196.8,264.2,277.2,4,0.06
1981-03-05,21.4,96.3,265.3,276.2,6.6,0.03
1981-03-06,7.2,188.5,262.3,273.2,5,0
1981-03-07,0,201.9,263.7,276.1,2.9,0.05
1981-03-08,0,224.8,264.9,280.7,2.2,0.24
1981-03-09,0,217.2,268.2,283.1,3.5,0.38
1981-03-10,0.6,218.4,268.4,284.5,2.9,0.43
1981-03-11,0.5,221.7,268.9,283.6,2.4,0.36
1981-03-12,0.9,167.7,269.8,283.4,2.6,0.4
1981-03-13,0.7,205.4,267.3,282.3,4.8,0.28
1981-03-14,5.6,238,267.5,280.8,4.5,0.24
1981-03-15,0,245.1,266.7,284.1,2.1,0.4
1981-03-16,0,229.2,269.4,286.1,4.1,0.55
1981-03-17,0,251.4,268.2,284,5.3,0.54
1981-03-18,0,249.2,267.7,285.6,2.3,0.65
1981-03-19,2.6,209.4,270.8,287.2,5.9,0.65
1981-03-20,5.1,139.1,268.3,279.8,9.2,0.19
1981-03-21,0,257.6,263.6,280.1,4,0.3
1981-03-22,0,257.3,267.2,284.7,1.5,0.51
1981-03-23,0,257,270.2,287.5,2.4,0.63
1981-03-24,0,258.6,271.1,288.2,2.5,0.67
1981-03-25,0,258.4,270.6,289.4,4.2,0.75
1981-03-26,8.3,258.8,270.8,286.3,10.3,0.51
1981-03-27,6.3,167.2,266.1,276.6,5.4,0.12
1981-03-28,0.8,132.6,264.9,277.1,5.6,0.09
1981-03-29,6.8,261.9,267.5,283.6,5.1,0.27
1981-03-30,0,267.2,267.6,284.1,7.2,0.36
1981-03-31,0,278.6,268.6,285.4,2.8,0.61
1981-04-01,0,285.6,270.1,288.8,5.4,0.79
1981-04-02,21.3,174.2,270.8,282.1,8.9,0.38
1981-04-03,10.8,167.4,266.2,276.3,7.4,0.16
1981-04-04,1.1,294.3,265.5,281.3,3.8,0.4
1981-04-05,0,296.1,267.4,288.2,3.9,0.77
1981-04-06,0,288.3,272.8,289.6,5.7,0.9
1981-04-07,0,296.6,273.1,288.7,8.1,0.87
1981-04-08,0,296.9,270.5,288.2,5.4,0.78
1981-04-09,0,299.2,271.4,291.2,4.3,0.97
1981-04-10,0,291.2,273.5,290.8,5.9,0.91
1981-04-11,0,300.6,273.7,289.8,5.3,0.89
1981-04-12,1.7,187.8,273,287.1,4.2,0.53
1981-04-13,0,289.9,272.6,290.7,1.8,0.67
1981-04-14,0,282.6,275.8,293.3,3.4,0.99
1981-04-15,0.8,287.8,277.1,292.6,3.9,0.9
1981-04-16,0,298.7,277.3,293.6,3.6,1.02
1981-04-17,7.1,260.5,277,294,2.9,1.03
1981-04-18,7.8,209.4,276.8,288.1,5.8,0.52
1981-04-19,0.6,285.8,273.4,285.7,6.8,0.52
1981-04-20,0.5,267.8,271.6,287.5,3.1,0.67
1981-04-21,0,307.3,273.7,291,2.8,0.88
1981-04-22,0,310.9,274,291.8,4.1,0.95
1981-04-23,0,315.4,274,293.1,3.7,1.09
1981-04-24,0,312.7,275.6,293.9,3.5,1.09
1981-04-25,0,314.7,275.8,294.5,4.9,1.14
1981-04-26,0,300.9,276.8,294.2,5.6,1.22
1981-04-27,0,276.6,276.8,292.9,3,1.13
1981-04-28,0,315.2,279.4,295.6,2.3,1.33
1981-04-29,0.6,313.7,279.1,297.8,3.1,1.45
1981-04-30,0.7,300,278.1,297.9,2.8,1.33
1981-05-01,0.9,280.7,277.5,295.5,4,0.9
1981-05-02,0,323.8,277.3,293.6,5.1,0.77
1981-05-03,0,332,276.2,290.8,6.9,0.76
1981-05-04,0,332.8,274.6,291.9,4,0.91
1981-05-05,0,333.5,275,291.8,6.3,0.89
1981-05-06,0,339.3,273.9,291.4,6.5,0.94
1981-05-07,0,340,273.7,291.3,3.8,1.01
1981-05-08,0,344.3,273.8,291.5,5.2,1.08
1981-05-09,0,347.6,271.8,289.3,4.8,0.93
1981-05-10,0,342,273.3,293.1,3.7,1.16
1981-05-11,0,344.1,276.3,293.8,7.2,1.23
1981-05-12,0,343.2,276.3,293.3,7.2,1.13
1981-05-13,0,342.5,275.2,294.5,4.3,1.13
1981-05-14,0,343.4,276.6,293.9,6.7,1.13
1981-05-15,0.3,329.5,274.6,288.4,10.1,0.67
1981-05-16,0.5,289.8,273,285.7,9.3,0.45
1981-05-17,0,338.6,274.7,289,3.7,0.83
1981-05-18,0,345.9,275.1,293.1,3.6,1.11
1981-05-19,0.5,325,276.4,293,7.4,1.12
1981-05-20,0,335.7,275.9,288,9.6,0.72
1981-05-21,0,354,270,289.6,3.1,0.79
1981-05-22,0,344.7,273.6,291.5,3.2,0.93
1981-05-23,0.3,233.1,277.7,292.5,1.6,1.05
1981-05-24,0,346.3,279.6,295.3,2.8,1.28
1981-05-25,0,342.8,277.6,295.5,4.4,1.22
1981-05-26,0,313.7,278.8,294.8,5,1.1
1981-05-27,3.9,166.6,277.7,289.1,2.6,0.54
1981-05-28,7.1,303.2,276.9,292.6,2.4,0.76
1981-05-29,1.9,314.1,277,293.1,1.3,0.84
1981-05-30,3.1,303.6,278.6,294.7,2.8,0.92
1981-05-31,2.2,323,279.1,296,3.6,1.06
1981-06-01,3.8,322.3,279.9,297.1,3.1,1.28
1981-06-02,0,335.6,280.5,297.5,4.3,1.37
1981-06-03,0,342.9,280.4,296.7,3.1,1.39
1981-06-04,0,344.3,280,297.6,3.6,1.49
1981-06-05,0,343.2,280.9,300,2.9,1.73
1981-06-06,0,343.3,282.5,302,3.8,2.01
1981-06-07,0,344.5,282.8,302.1,5,2.02
1981-06-08,0,348.5,282,302.3,5,2.1
1981-06-09,0,347.4,282.2,302.1,5,2.09
1981-06-10,0,346.6,282.1,301.7,4.9,1.98
1981-06-11,0,349.1,281,300.6,4.9,1.79
1981-06-12,0,349.7,280.9,299.5,6.3,1.64
1981-06-13,0,350.6,279.6,297.9,6.8,1.52
1981-06-14,0,353,277.6,296.4,5.1,1.46
1981-06-15,0,361.9,273.4,294.2,6.9,1.33
1981-06-16,0,360,276.9,300.3,4.6,1.97
1981-06-17,0,355,280.8,301.9,4.2,2.16
1981-06-18,0,352.9,284.2,303.1,3.9,2.43
1981-06-19,0,354,283.6,303.6,3.7,2.46
1981-06-20,0,350.6,283.2,304.3,4.3,2.49
1981-06-21,0,346.7,284,304.6,3.9,2.43
1981-06-22,0,346.2,285.4,305.7,3.1,2.62
1981-06-23,0,346.8,285.7,305.4,4.3,2.59
1981-06-24,0,343.5,285.2,305.4,3.1,2.51
1981-06-25,1.5,328.1,287.7,306.5,1.9,2.77
1981-06-26,0,327.5,288.1,304.3,3.1,2.37
1981-06-27,10.1,280.9,286.6,301.6,4.5,1.82
1981-06-28,2.4,315.5,284.5,300.8,3.8,1.66
1981-06-29,3.1,311,283.5,301.1,2.3,1.66
1981-06-30,1.1,298,285.7,301,2.5,1.79
1981-07-01,0,293.9,284.4,299.6,3.8,1.48
1981-07-02,0,302,283.4,300.8,2.7,1.69
1981-07-03,0,273.8,285.2,302.1,2,2.02
1981-07-04,0,299.4,287.6,304.9,1.7,2.5
1981-07-05,0,301.1,288,305.3,2.4,2.55
1981-07-06,2.6,293.7,286.2,303.6,5.2,1.95
1981-07-07,0.8,269.9,285.2,300.7,5.3,1.37
1981-07-08,3.2,264.8,284.4,301.4,3.3,1.36
1981-07-09,1.6,265.2,286.7,301.1,2.6,1.52
1981-07-10,0,271.8,284.3,299.9,3.9,1.23
1981-07-11,6.3,266.7,285.4,299.2,3.4,1.1
1981-07-12,8.6,243.7,283.5,297.2,3.5,0.83
1981-07-13,8.6,260,283.5,298.3,2,1
1981-07-14,0.5,271.2,284,298.9,1.7,1.14
1981-07-15,2.9,250.5,285.9,299.4,2.5,1.22
1981-07-16,4.4,257,284.2,298,3.7,1.06
1981-07-17,1.9,243.3,284.2,298.7,3.6,1.13
1981-07-18,0,289.7,283.6,300.7,3.1,1.18
1981-07-19,0,284.3,284.5,301.7,3.3,1.56
1981-07-20,1.3,281.1,284.6,303,3.1,1.77
1981-07-21,4.2,279.7,286.1,303.3,3.2,1.77
1981-07-22,0,279.4,286.7,302.6,3.6,1.68
1981-07-23,0,278.8,285.7,301.6,4.1,1.55
1981-07-24,0.4,288.2,285.3,301.8,5.1,1.59
1981-07-25,0.4,282.2,284.6,301.4,5,1.43
1981-07-26,2.4,267.3,284,299.3,4.4,1.21
1981-07-27,0.3,276,283.5,301.1,2.8,1.56
1981-07-28,1.4,244.9,284.6,301.7,2.8,1.67
1981-07-29,1.8,266.7,284.9,301.2,3.5,1.55
1981-07-30,2.1,269.5,285.6,300.3,3.2,1.31
1981-07-31,13.9,242.8,283.6,299.7,2.5,1.08
1981-08-01,1.5,241.4,283.4,298.3,3.6,0.62
1981-08-02,0,264.2,282.9,299.7,3.3,0.89
1981-08-03,0,266.4,282.4,300.4,3.7,1.26
1981-08-04,0,270.3,282.4,300.1,3.5,1.46
1981-08-05,0,266.1,284.2,302.1,1.7,1.75
1981-08-06,0,243.9,285,303.7,3.2,1.93
1981-08-07,0,264.5,284.6,303.2,2.6,1.8
1981-08-08,1.5,246,284.4,301.3,3.8,1.09
1981-08-09,5.1,246.4,284.5,299.9,4.4,0.96
1981-08-10,10.9,191.2,284.2,296.6,3.9,0.7
1981-08-11,28.2,189.5,281.3,294.5,2.4,0.54
1981-08-12,9,218.7,279.7,295.9,3.8,0.66
1981-08-13,6,224.2,280,294.7,3.6,0.62
1981-08-14,1.5,251.3,279.8,296.7,1.9,0.82
1981-08-15,2.2,244.3,281.3,297,2,0.94
1981-08-16,0.7,254.7,282.6,298.4,1,1.14
1981-08-17,1,236,282.6,299.5,2.6,1.19
1981-08-18,0.6,248.4,282.4,298.8,3.8,1.05
1981-08-19,0,249.3,282.1,299.6,2.7,1
1981-08-20,8,242.1,283.2,300.5,2.8,1.13
1981-08-21,0,247.4,284.3,300.7,3.5,1.32
1981-08-22,0,232.3,283.8,300,2.9,1.14
1981-08-23,0.5,237.9,283.9,300.5,2.3,1.19
1981-08-24,7.2,243.8,283.8,301.3,2.4,1.3
1981-08-25,5.4,241.9,285.7,301.6,1.7,1.5
1981-08-26,0.6,237.7,286.7,301.9,1.5,1.67
1981-08-27,1.9,230.1,286.5,301.6,1.9,1.63
